run,n_days,index_last,index_ret_pct,bm_last,bm_ret_pct,excess_pp,fx_missing,ann_vol_pct,tracking_err_pct,max_drawdown_pct,max_daily_ret_pct,min_daily_ret_pct,repro_max_rel_err,reproduces_published
as_run_no_corporate_action,59,1271.1384357033883,27.113843570338837,1417.7850267863269,41.77850267863268,-14.664659108293844,0,42.365275971321815,33.246945777860695,-14.92552880909721,6.085275735267848,-7.320044854554597,1.056082388086356e-15,True
decided_2026_07_30,59,1337.749126999218,33.77491269992181,1417.7850267863269,41.77850267863268,-8.003589978710867,0,42.39653668754484,32.96022737002894,-15.394362530000016,6.283694730617073,-7.209765610775043,0.08033462268266822,False
