fx,days,link,ca,bmfx,n_days,index_last,index_ret_pct,bm_last,bm_ret_pct,excess_pp,fx_missing,ann_vol_pct,tracking_err_pct,max_drawdown_pct,max_daily_ret_pct,min_daily_ret_pct,repro_max_rel_err,reproduces_published
SAME_DAY,UNION_CARRY,DIVISOR_ADJUST,SPLIT_333_ON_LISTING,LEVEL_ONLY,64,1309.9946722926234,30.999467229262343,1413.6772582050044,41.36772582050043,-10.368258591238089,0,40.13721839787506,30.950704195891436,-15.205052423596122,6.20331112411856,-7.254354407565478,0.04686186323155725,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,NONE,CONVERT,59,1281.027751175861,28.10277511758612,1425.308969238703,42.53089692387029,-14.428121806284167,0,41.25196974753844,33.27331988044142,-15.111308808754975,6.41451387248384,-6.948734310515514,0.016118217877080312,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,NONE,LEVEL_ONLY,59,1281.027751175861,28.10277511758612,1413.6772582050044,41.36772582050043,-13.264950702914312,0,41.25196974753844,33.33313292725409,-15.111308808754975,6.41451387248384,-6.948734310515514,0.016118217877080312,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_5_ON_LISTING,CONVERT,59,1347.638442471691,34.7638442471691,1425.308969238703,42.53089692387029,-7.767052676701192,0,41.543861221446306,33.01099138288784,-15.567879337033263,6.596920566101527,-6.857092816334854,0.09021774911913241,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_5_ON_LISTING,LEVEL_ONLY,59,1347.638442471691,34.7638442471691,1413.6772582050044,41.36772582050043,-6.603881573331338,0,41.543861221446306,33.15830915759561,-15.567879337033263,6.596920566101527,-6.857092816334854,0.09021774911913241,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_5_ON_EFFECTIVE,CONVERT,59,1347.638442471691,34.7638442471691,1425.308969238703,42.53089692387029,-7.767052676701192,0,68.9357196633667,65.01943046872168,-15.567879337033263,22.127904850916003,-14.461356921400492,0.20682410311504523,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_5_ON_EFFECTIVE,LEVEL_ONLY,59,1347.638442471691,34.7638442471691,1413.6772582050044,41.36772582050043,-6.603881573331338,0,68.9357196633667,63.49779090500345,-15.567879337033263,22.127904850916003,-14.461356921400492,0.20682410311504523,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_333_ON_LISTING,CONVERT,59,1319.8839877650953,31.98839877650952,1425.308969238703,42.53089692387029,-10.542498147360767,0,41.103703146780965,32.70858825979499,-15.383486526562962,6.523015945526756,-6.894148096811481,0.056744989668020204,False
PREV_DAY,COMMON_OPEN_ONLY,SEGMENT_RELINK,SPLIT_333_ON_LISTING,LEVEL_ONLY,59,1319.8839877650953,31.98839877650952,1413.6772582050044,41.36772582050043,-9.379327043990916,0,41.103703146780965,32.82052373219102,-15.383486526562962,6.523015945526756,-6.894148096811481,0.056744989668020204,False
PREV_DAY,COMMON_OPEN_ONLY,DIVISOR_ADJUST,NONE,CONVERT,59,1281.0277511758622,28.102775117586233,1425.308969238703,42.53089692387029,-14.428121806284055,0,41.25196974753843,33.273319880441434,-15.111308808754998,6.414513872483885,-6.948734310515492,0.016118217877081172,False
PREV_DAY,COMMON_OPEN_ONLY,DIVISOR_ADJUST,NONE,LEVEL_ONLY,59,1281.0277511758622,28.102775117586233,1413.6772582050044,41.36772582050043,-13.264950702914202,0,41.25196974753843,33.33313292725411,-15.111308808754998,6.414513872483885,-6.948734310515492,0.016118217877081172,False
PREV_DAY,COMMON_OPEN_ONLY,DIVISOR_ADJUST,SPLIT_5_ON_LISTING,CONVERT,59,1347.638442471692,34.7638442471692,1425.308969238703,42.53089692387029,-7.767052676701081,0,41.543861221446285,33.01099138288777,-15.567879337033263,6.596920566101527,-6.857092816334864,0.09021774911913343,False
PREV_DAY,COMMON_OPEN_ONLY,DIVISOR_ADJUST,SPLIT_5_ON_LISTING,LEVEL_ONLY,59,1347.638442471692,34.7638442471692,1413.6772582050044,41.36772582050043,-6.603881573331227,0,41.543861221446285,33.15830915759553,-15.567879337033263,6.596920566101527,-6.857092816334864,0.09021774911913343,False
