security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,315647663104.8889,315647663104.8889,315647663104.8889,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,173115174625.66666,173115174625.66666,173115174625.66666,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,157231232734.28888,157231232734.28888,157231232734.28888,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,84961405191.66667,84961405191.66667,84961405191.66667,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,34802016502.48889,34802016502.48889,34802016502.48889,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,133374715887.22223,133374715887.22223,133374715887.22223,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,114736102244.44444,114736102244.44444,114736102244.44444,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,143244175953.44446,143244175953.44446,143244175953.44446,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2026-03-24,90,90,0,0,0,90,113,SEASONED,131614762060.2111,131614762060.2111,131614762060.2111,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2026-03-24,90,90,0,0,0,90,120,SEASONED,823889178.5111111,823889178.5111111,823889178.5111111,ZERO,v0.9-pilot,CALCULATED,2026-03-24,2026-03-31,RC-2026-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
