"security_id","company_name","row_number","candidate_fields","all_fields"
"018260","삼성SDS","13","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2023-11-14 || fiscal_period_inferred=FY2023 3분기 (2023.07-2023.09) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2023.11.14).pdf || pdf_sha256=47008c4f5bfd908e210e9fe46a8243eaa5190eb2035bc921baacf548d28abd7a || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2023.11.14).zip || xbrl_zip_sha256=aac4c725ef3f63c83df50ad2f2011e9a83462712f7526090d76b692d33d9601a || pair_status=PAIRED"
"018260","삼성SDS","14","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2024-03-29 || fiscal_period_inferred=FY2023 (연간, 2023.01-2023.12) || is_revision=True || pdf_file_name=[삼성에스디에스][정정]사업보고서(2024.03.29).pdf || pdf_sha256=328c3625575a8e54cebeeaf1ccf936d8eac5dcd287efcf350f0c2aa492ddb43f || xbrl_zip_file_name=[삼성에스디에스][정정]사업보고서_IFRS(원문XBRL)(2024.03.29).zip || xbrl_zip_sha256=bca97f86b741eba8385421c095271fa0e1790f60c15ab6a5552ec08f73b36894 || pair_status=PAIRED"
"018260","삼성SDS","15","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2024-05-16 || fiscal_period_inferred=FY2024 1분기 (2024.01-2024.03) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2024.05.16).pdf || pdf_sha256=501dc52b526650f4df1431d0353a7c28c82dfe8dc95d437dee8c58d835f5e97a || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2024.05.16).zip || xbrl_zip_sha256=9cb52c47a77b81220859620741d459a81e335c5f5186d74c825667050078e0da || pair_status=PAIRED"
"018260","삼성SDS","16","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2024-08-14 || fiscal_period_inferred=FY2024 반기 (2024.01-2024.06) || is_revision=False || pdf_file_name=[삼성에스디에스]반기보고서(2024.08.14).pdf || pdf_sha256=7f09bab701983c62a84f146ec5ba5b14630ba3ad35d9d486c79d95b0a4553276 || xbrl_zip_file_name=[삼성에스디에스]반기보고서_IFRS(원문XBRL)(2024.08.14).zip || xbrl_zip_sha256=e6973140930b95703beaf40be7ccbea31c4c2b96af64cf4e02fc8e2d7c43ec1b || pair_status=PAIRED"
"018260","삼성SDS","17","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2024-11-14 || fiscal_period_inferred=FY2024 3분기 (2024.07-2024.09) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2024.11.14).pdf || pdf_sha256=e7939b0abedaa14f74b65bc55eada4f5791c0dac1ac049de435b71d792f952c3 || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2024.11.14).zip || xbrl_zip_sha256=1d683a737a1f253cdee00f34aa4084049e00711a8ed6a1707638f45a62d29b9d || pair_status=PAIRED"
"018260","삼성SDS","18","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2025-03-11 || fiscal_period_inferred=FY2024 (연간, 2024.01-2024.12) || is_revision=False || pdf_file_name=[삼성에스디에스]사업보고서(2025.03.11).pdf || pdf_sha256=d439af4f9599c2d63e0fc5c7f04b808ca5282be95a903ec4667f4b001ec3855c || xbrl_zip_file_name=[삼성에스디에스]사업보고서_IFRS(원문XBRL)(2025.03.11).zip || xbrl_zip_sha256=9ef414f012997ec42095998383dc81074d652e6fc1ee269b26d23561e1b94f01 || pair_status=PAIRED"
"018260","삼성SDS","19","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2025-05-15 || fiscal_period_inferred=FY2025 1분기 (2025.01-2025.03) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2025.05.15).pdf || pdf_sha256=de80261d539c68f6c1c25343c58f53c8bc87abc0c1a62e876dcd38e1a9283ca0 || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2025.05.15).zip || xbrl_zip_sha256=fb5dbb6dc321f73d49a3d41bf7076e777e8ee7ac1addc656a916cc4551239bf5 || pair_status=PAIRED"
"018260","삼성SDS","20","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2025-08-14 || fiscal_period_inferred=FY2025 반기 (2025.01-2025.06) || is_revision=False || pdf_file_name=[삼성에스디에스]반기보고서(2025.08.14).pdf || pdf_sha256=35ec8ed5e4a14ac44b984abd6d1effcee4790ab877d4cd2b043f6b6e6cab36b9 || xbrl_zip_file_name=[삼성에스디에스]반기보고서_IFRS(원문XBRL)(2025.08.14).zip || xbrl_zip_sha256=a37c59376bd78af672645a59ee0031382e9e4e0e197a4c611f40f9e1e3715642 || pair_status=PAIRED"
"018260","삼성SDS","21","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2025-11-14 || fiscal_period_inferred=FY2025 3분기 (2025.07-2025.09) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2025.11.14).pdf || pdf_sha256=824542b113fe3939d4c15598b28ec7293dff2d30dc0dd95e5e1febf09503c432 || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2025.11.14).zip || xbrl_zip_sha256=a52f0e8fa5b56277771b753d9f86f04dec0253abf8e823112a85fccf12820314 || pair_status=PAIRED"
"018260","삼성SDS","22","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2026-03-10 || fiscal_period_inferred=FY2025 (연간, 2025.01-2025.12) || is_revision=False || pdf_file_name=[삼성에스디에스]사업보고서(2026.03.10).pdf || pdf_sha256=4ab874b9a35cbc09477d61f3567c8fc956edd6a1fdc409eca2582c365457d2fd || xbrl_zip_file_name=[삼성에스디에스]사업보고서_IFRS(원문XBRL)(2026.03.10).zip || xbrl_zip_sha256=d2558f56da6b973a6cdb9c4ecfd713916c284490596815c8e8a0a4644ba4ba6e || pair_status=PAIRED"
"018260","삼성SDS","23","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2026-05-15 || fiscal_period_inferred=FY2026 1분기 (2026.01-2026.03) || is_revision=False || pdf_file_name=[삼성에스디에스]분기보고서(2026.05.15).pdf || pdf_sha256=dd05453831d8660989c33dc7e5092c9908c189890ea14319e58fbd29ad2ef694 || xbrl_zip_file_name=[삼성에스디에스]분기보고서_IFRS(원문XBRL)(2026.05.15).zip || xbrl_zip_sha256=3bbfde20345c2f3b7050b8ce25669f6467516483b263bf31529eff631d54075a || pair_status=PAIRED"
"267260","HD현대일렉트릭","1","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2020-08-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2020.08.14).pdf || pdf_sha256=43F16BC465D91BB9BD7941554ADA2C1E41693EFA802922BD3CCF40B2DBE13120 || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2020.08.14).zip || xbrl_zip_sha256=2E6D5C46B11CCB52CD839FA0C452440323260601170C9B27C85E8D5ABD4DAC68 || pair_status=PAIRED"
"267260","HD현대일렉트릭","2","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2020-11-16 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2020.11.16).pdf || pdf_sha256=49EF76D1F8B1CBCD92B93D360EEA99554312B09427A8A17BD0E3C404D14A0793 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2020.11.16).zip || xbrl_zip_sha256=24B39D45427F15295023E809616B4B4FEA9DC25E917777EC8243F07F903968D7 || pair_status=PAIRED"
"267260","HD현대일렉트릭","3","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2021-03-15 || is_revision=False || pdf_file_name=[HD현대일렉트릭]사업보고서(2021.03.15).pdf || pdf_sha256=35E2724D5428BA231214996E5EA69A3CC516E153EC791DB6F99747A9B59F9CF8 || xbrl_zip_file_name=[HD현대일렉트릭]사업보고서_IFRS(원문XBRL)(2021.03.15).zip || xbrl_zip_sha256=3A6D43B2C509F9D92780C971E3E27FE750A35FD30295B16123D18E68748EEA79 || pair_status=PAIRED"
"267260","HD현대일렉트릭","4","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2021-05-17 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2021.05.17).pdf || pdf_sha256=D90EDE85E47ACF74544ED23EB779545AEB0FF9BA58724F25EEBDA97C9D5FC0E3 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2021.05.17).zip || xbrl_zip_sha256=1B4AF2E284DB39F104B5172B837A4038F4914BE7B9BD9F456AE0CA2F883D7A1A || pair_status=PAIRED"
"267260","HD현대일렉트릭","5","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2021-08-17 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2021.08.17).pdf || pdf_sha256=840792B60AAB23F70B748B836CCAADED6B19F847C4FC5BA0937EBDCED70E2288 || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2021.08.17).zip || xbrl_zip_sha256=C5DB3FD33F241D1B26AF7D59B3E83A3B7B3D6E8E75480E0E8414804EC1A38996 || pair_status=PAIRED"
"267260","HD현대일렉트릭","6","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2021-11-15 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2021.11.15).pdf || pdf_sha256=611C9DABF9A5CE8C78D80DF0A1DA1184CCC6971C71D629556FD516E951D47183 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2021.11.15).zip || xbrl_zip_sha256=F31D0FCF11FB935D6230C206CAA8C286DF001C6CD09FBF8545F7446AF61E9C97 || pair_status=PAIRED"
"267260","HD현대일렉트릭","7","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2022-03-11 || is_revision=False || pdf_file_name=[HD현대일렉트릭]사업보고서(2022.03.11).pdf || pdf_sha256=AE8DF195B78C4C4D0288C197F2B63B6D72AB188F22413B98B25B0206EEAEF3FD || xbrl_zip_file_name=[HD현대일렉트릭]사업보고서_IFRS(원문XBRL)(2022.03.11).zip || xbrl_zip_sha256=548B18B8DA82F33928627A534CF0AEEEEA535690B51705F07119F7FA13000D5E || pair_status=PAIRED"
"267260","HD현대일렉트릭","8","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2022-05-16 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2022.05.16).pdf || pdf_sha256=DE9224D836363F6E9C02C242F98F541161A871FD86BCDD57866D77828FD218BA || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2022.05.16).zip || xbrl_zip_sha256=95014CE74D6017195EDDD88826B8A14FB8F019A15414D644722E79A4DA641E88 || pair_status=PAIRED"
"267260","HD현대일렉트릭","9","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2022-08-16 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2022.08.16).pdf || pdf_sha256=B39EBD7C308D3796550A597B0267865CED12D04DFD782612F6EB62D85BBAA64D || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2022.08.16).zip || xbrl_zip_sha256=F8A41EA26ADBA959E691546719EFF1D404B4CD1FCEB5B3C7493838A41B41E3CA || pair_status=PAIRED"
"267260","HD현대일렉트릭","10","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2022-11-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2022.11.14).pdf || pdf_sha256=96198A76866FD54B89D91EB1F3E6EA20EA5EDC9F4F5AB66D48961FF97F1D8450 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2022.11.14).zip || xbrl_zip_sha256=A2E302014E185DC9711A2822C249DA956CF258D0332C987CC5A18F3B249771B0 || pair_status=PAIRED"
"267260","HD현대일렉트릭","11","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2023-03-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]사업보고서(2023.03.14).pdf || pdf_sha256=57E63CFD4B4C641B9E1428C7FBFEE5CBE4A0CBE72B6687EF271BB94C4ECDA4DD || xbrl_zip_file_name=[HD현대일렉트릭]사업보고서_IFRS(원문XBRL)(2023.03.14).zip || xbrl_zip_sha256=9B2F01F316CD1FF21AB4C3D97B69AC6BC557C68DCC8A9CD86089288BD10DE3E8 || pair_status=PAIRED"
"267260","HD현대일렉트릭","12","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2023-05-15 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2023.05.15).pdf || pdf_sha256=3598B9D149E75944B8EB3D1AFAEB7376037F4141FAEFF80149E189F35042AAB0 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2023.05.15).zip || xbrl_zip_sha256=468CCD14BC26680F76FEA7C847AEF851CE3739FE72ABFB97BF4A0938341DCA6C || pair_status=PAIRED"
"267260","HD현대일렉트릭","13","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2023-08-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2023.08.14).pdf || pdf_sha256=7D0B12BF1D8169A1B4B9D7220126C12E196A2377533D5D7DF7F2B9852FA9721F || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2023.08.14).zip || xbrl_zip_sha256=69F5D94C6C130F0241FD4FB5C701A0A3815452C672C1727C5D2D628BCA66BC36 || pair_status=PAIRED"
"267260","HD현대일렉트릭","14","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2023-11-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2023.11.14).pdf || pdf_sha256=0C99AD7BAC35E6F654465CF61C10D2CEE66BC51E6CDF1CF23776E28C7FD87FFE || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2023.11.14).zip || xbrl_zip_sha256=65D979468704C594C73CB2CEDC1B5E08CC73C2D3EE96C7ECD738483B5B5A51BE || pair_status=PAIRED"
"267260","HD현대일렉트릭","15","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2024-03-18 || is_revision=False || pdf_file_name=[HD현대일렉트릭]사업보고서(2024.03.18).pdf || pdf_sha256=9196E57CF61E46E625FABA960B7D75078943D8F7A84A540B9A349FAA5878F518 || xbrl_zip_file_name=[HD현대일렉트릭]사업보고서_IFRS(원문XBRL)(2024.03.18).zip || xbrl_zip_sha256=90CE5D7B6BE6D385A2108443E0F8B970FBBEE283869A856BA6648B50AEAC5757 || pair_status=PAIRED"
"267260","HD현대일렉트릭","16","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2024-05-16 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2024.05.16).pdf || pdf_sha256=3CD8B143E4F4864C109CB9F11C535A405F2A045DCFF0D337A955817F5A891956 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2024.05.16).zip || xbrl_zip_sha256=4E5E5394485070C4D3890060C8BF93E3C685F7F6BE58802D321E5E874FF70E4E || pair_status=PAIRED"
"267260","HD현대일렉트릭","17","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2024-08-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2024.08.14).pdf || pdf_sha256=BF7E14E42EF32BF628756571491150735B576D8F24AE68FF6B98A1E9E7C672F8 || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2024.08.14).zip || xbrl_zip_sha256=3ED049186161464DEAA8961730F98A05E0E26ACF9E4028002D70581D9AFBE643 || pair_status=PAIRED"
"267260","HD현대일렉트릭","18","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2024-11-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2024.11.14).pdf || pdf_sha256=BCC24E480AD6AC40F30957EA2A72B5B819173AA52FF6E800B6F450376A62A919 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2024.11.14).zip || xbrl_zip_sha256=9985B6CE216AFDACFA32E91BC7C5E1556F7A1D11E09CD8098B53A0E569A3D81D || pair_status=PAIRED"
"267260","HD현대일렉트릭","19","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2025-03-20 || is_revision=True || pdf_file_name=[HD현대일렉트릭][정정]사업보고서(2025.03.20).pdf || pdf_sha256=01E88271F0FED477142CA29360364EC25DF0D827880DE004FC7CD4E83CE2FFE4 || xbrl_zip_file_name=[HD현대일렉트릭][정정]사업보고서_IFRS(원문XBRL)(2025.03.20).zip || xbrl_zip_sha256=F30A6FEE5DB6DCF4E39B4C9B655AE04327B8B5BBAC3E9581774FDE2B8E1A8920 || pair_status=PAIRED"
"267260","HD현대일렉트릭","20","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2025-05-15 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2025.05.15).pdf || pdf_sha256=886073A71857F3BD1144F8F34CF6F1797D52722EC2045A33798BD1DB317F2E6D || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2025.05.15).zip || xbrl_zip_sha256=4FB672C3E8889432D6954625E96B7783A9F1CA5B95D13871358179525162B312 || pair_status=PAIRED"
"267260","HD현대일렉트릭","21","report_type_kr=반기보고서 || pair_status=PAIRED","report_type_kr=반기보고서 || filing_date=2025-08-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]반기보고서(2025.08.14).pdf || pdf_sha256=986558610479EF1B8440D03E9654EAAF3FAB104B08215868A88DB3D85B2B60E2 || xbrl_zip_file_name=[HD현대일렉트릭]반기보고서_IFRS(원문XBRL)(2025.08.14).zip || xbrl_zip_sha256=F0B5A252E9BE0CE0AE3B5087FAECAEE7547AD4BA23EB75C02DDA26779F19D5AD || pair_status=PAIRED"
"267260","HD현대일렉트릭","22","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2025-11-14 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2025.11.14).pdf || pdf_sha256=052A3371C5A975B3CA5BFFC6279DA6F5EE38B58E47145E46BC67F9ABDEFA602F || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2025.11.14).zip || xbrl_zip_sha256=F3A603E1988B6F0B35F61DE984102779143BB519583CD5F26144EA134A6E8E02 || pair_status=PAIRED"
"267260","HD현대일렉트릭","23","report_type_kr=사업보고서 || pair_status=PAIRED","report_type_kr=사업보고서 || filing_date=2026-03-16 || is_revision=False || pdf_file_name=[HD현대일렉트릭]사업보고서(2026.03.16).pdf || pdf_sha256=991DD64A9C4E8EBD9E420CA33E1EE26709BE4C36860CFDCC1BC16C532A8889D6 || xbrl_zip_file_name=[HD현대일렉트릭]사업보고서_IFRS(원문XBRL)(2026.03.16).zip || xbrl_zip_sha256=5D1E36F15552BDED3D37141774AEE993B8BEF5386EB75C54DFEBEE4017922208 || pair_status=PAIRED"
"267260","HD현대일렉트릭","24","report_type_kr=분기보고서 || pair_status=PAIRED","report_type_kr=분기보고서 || filing_date=2026-05-15 || is_revision=False || pdf_file_name=[HD현대일렉트릭]분기보고서(2026.05.15).pdf || pdf_sha256=98A5D2342651EFE3271A1EDBBA6A6F38905541DB9E037B64481D97545650D585 || xbrl_zip_file_name=[HD현대일렉트릭]분기보고서_IFRS(원문XBRL)(2026.05.15).zip || xbrl_zip_sha256=9A3A1F5E98B3BC95F82C238606D6A820A92CDF52467034DB02DE6F139CCEF6AF || pair_status=PAIRED"
