security_id,market,market_date,raw_close,volume,exchange_trading_value
010120,KR,2021-12-30,55800,59048,3307136600
010120,KR,2022-01-03,55600,51848,2872641800
010120,KR,2022-01-04,55700,59395,3282062200
010120,KR,2022-01-05,55100,121846,6823269700
010120,KR,2022-01-06,54900,55160,3045576000
010120,KR,2022-01-07,54900,62733,3449183200
010120,KR,2022-01-10,55200,61598,3390562700
010120,KR,2022-01-11,54100,93232,5083053100
010120,KR,2022-01-12,54800,78704,4299518100
010120,KR,2022-01-13,57000,267453,15342939000
010120,KR,2022-01-14,55500,113000,6327082600
010120,KR,2022-01-17,54100,63353,3443902600
010120,KR,2022-01-18,53000,91873,4914184000
010120,KR,2022-01-19,52700,95795,5053692500
010120,KR,2022-01-20,53200,69871,3691077800
010120,KR,2022-01-21,52100,71793,3747659300
010120,KR,2022-01-24,51200,58081,2986482000
010120,KR,2022-01-25,49400,73703,3679107650
010120,KR,2022-01-26,48800,85016,4164424000
010120,KR,2022-01-27,46250,119063,5587154450
010120,KR,2022-01-28,48800,74742,3543343100
010120,KR,2022-02-03,49150,68178,3375562750
010120,KR,2022-02-04,49600,56268,2766440150
010120,KR,2022-02-07,49100,57056,2776883750
010120,KR,2022-02-08,48950,44380,2181049250
010120,KR,2022-02-09,43950,936400,41538922300
010120,KR,2022-02-10,43750,295787,12926978450
010120,KR,2022-02-11,42300,346855,14692708950
010120,KR,2022-02-14,41800,147224,6138322350
010120,KR,2022-02-15,41600,104859,4374666100
010120,KR,2022-02-16,42000,178839,7547746900
010120,KR,2022-02-17,41850,154127,6518635850
010120,KR,2022-02-18,41850,146634,6114946450
010120,KR,2022-02-21,41450,130666,5403562450
010120,KR,2022-02-22,40250,247254,9979883100
010120,KR,2022-02-23,42200,216660,8989278850
010120,KR,2022-02-24,41150,136463,5644722100
010120,KR,2022-02-25,42650,188889,7985134350
010120,KR,2022-02-28,42950,179527,7698752250
010120,KR,2022-03-02,42950,198994,8622223650
010120,KR,2022-03-03,44250,153100,6711210150
010120,KR,2022-03-04,44700,158399,7070768950
010120,KR,2022-03-07,44300,133465,5879461900
010120,KR,2022-03-08,43900,151826,6772222700
010120,KR,2022-03-10,45150,135624,6120986350
010120,KR,2022-03-11,45700,104224,4741956800
010120,KR,2022-03-14,46000,147518,6861644850
010120,KR,2022-03-15,46750,169573,7949169150
010120,KR,2022-03-16,46050,117412,5430941150
010120,KR,2022-03-17,46500,97946,4536287750
010120,KR,2022-03-18,46550,87799,4056086750
010120,KR,2022-03-21,46000,91421,4201128200
010120,KR,2022-03-22,46850,97972,4560799100
010120,KR,2022-03-23,46850,138458,6416086950
010120,KR,2022-03-24,46950,82473,3823413900
010120,KR,2022-03-25,46900,95952,4470915400
010120,KR,2022-03-28,45250,126752,5779816400
010120,KR,2022-03-29,44500,108743,4847349950
010120,KR,2022-03-30,44150,84683,3775298200
010120,KR,2022-03-31,45150,97051,4343411850
010120,KR,2022-04-01,44300,62695,2785182450
010120,KR,2022-04-04,43550,198406,8632256550
010120,KR,2022-04-05,43950,94031,4102993100
010120,KR,2022-04-06,43700,53732,2345841000
010120,KR,2022-04-07,43050,76199,3280542850
010120,KR,2022-04-08,43200,83066,3595817950
010120,KR,2022-04-11,43700,40163,1753867700
010120,KR,2022-04-12,43650,61338,2672781300
010120,KR,2022-04-13,43750,47724,2085757800
010120,KR,2022-04-14,46150,238620,10882638150
010120,KR,2022-04-15,46000,117874,5434911050
010120,KR,2022-04-18,45950,58668,2692631600
010120,KR,2022-04-19,45800,74315,3391490550
010120,KR,2022-04-20,45650,83713,3794442350
010120,KR,2022-04-21,47700,307919,14724568000
010120,KR,2022-04-22,47700,198328,9544220250
010120,KR,2022-04-25,47600,116360,5546054850
010120,KR,2022-04-26,47550,112414,5299121600
010120,KR,2022-04-27,47150,92158,4337256050
010120,KR,2022-04-28,48800,122343,5879516050
010120,KR,2022-04-29,47850,171033,8236390700
010120,KR,2022-05-02,49950,234027,11579255650
010120,KR,2022-05-03,50000,190034,9567230500
010120,KR,2022-05-04,50600,160406,8197090000
010120,KR,2022-05-06,50200,102585,5134812650
010120,KR,2022-05-09,49650,175283,8842391400
010120,KR,2022-05-10,50600,174648,8643727450
010120,KR,2022-05-11,49700,72129,3613247800
010120,KR,2022-05-12,48850,80245,3963953700
010120,KR,2022-05-13,49500,78286,3893697200
010120,KR,2022-05-16,48850,68519,3341079100
010120,KR,2022-05-17,49850,85466,4250432600
010120,KR,2022-05-18,48100,83623,4076496550
010120,KR,2022-05-19,48200,46547,2221557000
010120,KR,2022-05-20,49550,104462,5166820050
010120,KR,2022-05-23,49000,44388,2172893100
010120,KR,2022-05-24,48800,28588,1392553700
010120,KR,2022-05-25,49200,67359,3291773250
010120,KR,2022-05-26,48450,100722,4865372500
010120,KR,2022-05-27,48700,47327,2310097300
010120,KR,2022-05-30,49050,39395,1944798650
010120,KR,2022-05-31,51200,343589,17454905000
010120,KR,2022-06-02,51500,117909,6040469200
010120,KR,2022-06-03,53300,331296,17633756400
010120,KR,2022-06-07,53700,274460,14943798100
010120,KR,2022-06-08,53700,148294,8059991500
010120,KR,2022-06-09,54200,133643,7188129200
