"security_id","company_name","source_copy_count","unique_file_hash_count","row_count_total","pdf_xbrl_pair_count_raw","pdf_only_count_raw","review_count_raw","discovery_status"
"064350","현대로템","0","0",,"0","0","0","EXACT_PAIRING_SOURCE_NOT_FOUND"
"012450","한화에어로스페이스","2","1","38","0","0","0","EXACT_PAIRING_SOURCE_FOUND"
"298040","효성중공업","2","1","48","0","48","0","EXACT_PAIRING_SOURCE_FOUND"
"010120","LS일렉트릭","2","1","44","0","0","0","EXACT_PAIRING_SOURCE_FOUND"
"267260","HD현대일렉트릭","2","1","48","0","0","0","EXACT_PAIRING_SOURCE_FOUND"
"018260","삼성SDS","3","1","69","0","0","0","EXACT_PAIRING_SOURCE_FOUND"
"064400","LG CNS","2","1","48","22","26","0","EXACT_PAIRING_SOURCE_FOUND"
"307950","현대오토에버","2","1","48","48","0","0","EXACT_PAIRING_SOURCE_FOUND"
"079550","LIG넥스원","2","1","44","44","0","0","EXACT_PAIRING_SOURCE_FOUND"
