"logged_at","write_status","batch_scope","batch_target_rows","reviewer","reviewed_at","preflight_detail_path","preflight_detail_sha256","preflight_summary_path","preflight_summary_sha256","result_table_before_sha256","result_table_after_sha256","judgment_table_before_sha256","judgment_table_after_sha256","result_snapshot_path","judgment_snapshot_path","completed_rows_before","completed_rows_after","pending_rows_before","pending_rows_after","pending_cik_rows_after","pending_date_rows_after","authoritative_source_approval","application_status","promotion_status","independent_technical_review_table_modified"
"2026-07-29T17:19:37+09:00","PASS","REMAINING_13_CIK_REVIEW_ROWS_ONLY","13","김근형","2026-07-29T17:17:35+09:00","[SOURCE_FREEZE_SUPPORTING_PATH_REDACTED]::CIK_REVIEW_BATCH_PREFLIGHT_DETAIL_READ_ONLY_20260729_170323.csv","AD106CBFECCDFED129D7463C66AAAA5BF1918CBD50C66600BB47470AFC4A2674","[SOURCE_FREEZE_SUPPORTING_PATH_REDACTED]::CIK_REVIEW_BATCH_PREFLIGHT_SUMMARY_READ_ONLY_20260729_170323.csv","783501BB4AD79DF4A423CCE2872C0552C242B7B375902FA23A52EBDD74C2EDA1","F6D68597FB3A86905B19AA77F43EA37BF8DDFED2EBEB27D0BA040518D3E7A67C","330F528E2E26E5469E333EB43AC9E2C3247C2B7EF131B3AFAE1FE90CFB5913B2","9680A143F62F9F44AAE41A5A468D3BB74DACCCAA6530603D00FE09BDCDBB7F56","93FE0596777E5254242897834F7D64B25617A6C6EF9ADB2A590D169080AA5B0E","[SOURCE_FREEZE_SNAPSHOT_PATH_REDACTED]::CIK_BATCH_RESULT_TABLE_PREWRITE_20260729_171937.csv","[SOURCE_FREEZE_SNAPSHOT_PATH_REDACTED]::CIK_BATCH_JUDGMENT_TABLE_PREWRITE_20260729_171937.csv","14","27","28","15","0","15","PENDING","NOT_APPLIED","NOT_PROMOTED","NO"
