"qa_status","result_table_rows","judgment_table_rows","completed_review_rows","pending_review_rows","date_semantics_confirmed_rows","one_calendar_day_rows","three_calendar_day_rows","friday_to_monday_rows","data_available_date_status","pit_rule_status","result_table_after_sha256","judgment_table_after_sha256","approval_status","application_status","promotion_status"
"PASS","42","42","42","0","15","12","3","3","NOT_DETERMINED","APPROVAL_PENDING","B8DC3CB35220984DBAF3F8D3F32EAD6FFB64DC8D5D65066076D2D9761D53CE86","987FFC03398651D379D4CA5AE1562FECF3B97532DC5EC851F898EC13F1B467F2","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED"
