"security_id","listing_date","delisting_date","listing_date_basis","listing_date_status","validation_status","review_required","seasoning_use"
"010120","1994-07-11","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"012450","1987-05-27","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"018260","2014-11-14","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"064350","2013-10-30","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"064400","2025-02-05","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"079550","2015-10-02","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"267260","2017-05-10","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"298040","2018-07-13","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
"307950","2019-03-28","","KIND_LISTED_CORP_OFFICIAL","OFFICIAL_CONFIRMED","PASS","False","PILOT_ONLY"
