"package_role","file_name","size_bytes","sha256","full_path"
"AGGREGATE_REVIEW_PACKAGE_NOT_CANONICAL_SOURCE","KR8_SOPH_LOCAL_REVIEW_PACKAGE_20260725.zip","26059737","E67AFE9CB8DC95470BD269219106F0789163A15F181746479C7243752891AAF0","C:\Soph\projects\custom_index\index_lab\report_disclosure_materials\outputs\KR8_SOPH_LOCAL_REVIEW_PACKAGE_20260725.zip"
