security_id,market,primary_theme,cell_id,cell_target_weight,final_target_weight,weighting_status,weighting_rule_version
TER,US,AI_ROBOTICS,US_AI_ROBOTICS,0.3333333333333333,0.3333333333333333,TEMPORARY,v0.9-pilot
ETN,US,ENERGY_POWER,US_ENERGY_POWER,0.3333333333333333,0.16666666666666666,TEMPORARY,v0.9-pilot
APH,US,ENERGY_POWER,US_ENERGY_POWER,0.3333333333333333,0.16666666666666666,TEMPORARY,v0.9-pilot
012450,KR,SPACE_DEFENSE,KR_SPACE_DEFENSE,0.16666666666666666,0.16666666666666666,TEMPORARY,v0.9-pilot
ATI,US,SPACE_DEFENSE,US_SPACE_DEFENSE,0.16666666666666666,0.16666666666666666,TEMPORARY,v0.9-pilot
