security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2022-03-24,90,90,0,0,0,90,2269,SEASONED,27055158241.11111,27055158241.11111,27055158241.11111,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2022-03-24,90,90,0,0,0,90,2065,SEASONED,13431071202.777779,13431071202.777779,13431071202.777779,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2022-03-24,90,90,0,0,0,90,1591,SEASONED,31731640753.88889,31731640753.88889,31731640753.88889,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2022-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2022-03-24,2022-03-31,RC-2022-03-31,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2022-03-24,90,90,0,0,0,90,1809,SEASONED,23553013858.88889,23553013858.88889,23553013858.88889,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2022-03-24,90,90,0,0,0,90,739,SEASONED,15934972327.777779,15934972327.777779,15934972327.777779,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2022-03-24,90,90,0,0,0,90,2269,SEASONED,5365397318.333333,5365397318.333333,5365397318.333333,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2022-03-24,90,90,0,0,0,90,1198,SEASONED,3829334509.4444447,3829334509.4444447,3829334509.4444447,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2022-03-24,90,90,0,0,0,90,910,SEASONED,2244686305.5555553,2244686305.5555553,2244686305.5555553,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2022-03-24,90,90,0,0,0,90,2295,SEASONED,248013570.41111112,248013570.41111112,248013570.41111112,ZERO,v0.9-pilot,CALCULATED,2022-03-24,2022-03-31,RC-2022-03-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
