security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2025-09-23,90,90,0,0,0,90,3110,SEASONED,224668664255.54443,224668664255.54443,224668664255.54443,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2025-09-23,90,90,0,0,0,90,2924,SEASONED,200659485111.4889,200659485111.4889,200659485111.4889,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2025-09-23,90,90,0,0,0,90,2450,SEASONED,90187615756.11111,90187615756.11111,90187615756.11111,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,158,SEASONED,84641673392.22223,84641673392.22223,84641673392.22223,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,2668,SEASONED,43006831827.3,43006831827.3,43006831827.3,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,1598,SEASONED,12187864465.555555,12187864465.555555,12187864465.555555,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2025-09-23,90,90,0,0,0,90,3128,SEASONED,53961859970.13333,53961859970.13333,53961859970.13333,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2025-09-23,90,90,0,0,0,90,2057,SEASONED,98081975249.31111,98081975249.31111,98081975249.31111,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2025-09-23,90,90,0,0,0,90,1769,SEASONED,82576643092.12222,82576643092.12222,82576643092.12222,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,3172,SEASONED,386272492.4444444,386272492.4444444,386272492.4444444,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ANET,E_ANET,US,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,2813,SEASONED,1102349604.8777778,1102349604.8777778,1102349604.8777778,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ALAB,E_ALAB,US,AI_ROBOTICS,CANDIDATE,2025-09-23,90,90,0,0,0,90,379,SEASONED,786637187.3611112,786637187.3611112,786637187.3611112,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
GEV,E_GEV,US,ENERGY_POWER,CANDIDATE,2025-09-23,90,90,0,0,0,90,374,SEASONED,1642373814.3333333,1642373814.3333333,1642373814.3333333,ZERO,v0.9-pilot,CALCULATED,2025-09-23,2025-09-30,RC-2025-09-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
