security_id,market,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id
267260,KR,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
298040,KR,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
307950,KR,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
ALAB,US,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
ANET,US,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
APH,US,2013-12-23,90,90,0,0,0,90,247,SEASONED,43958355.89777778,43958355.89777778,43958355.89777778,ZERO,v0.9-pilot,CALCULATED,2013-12-23,2013-12-31,RC-2013-12-31
ATI,US,2013-12-23,90,90,0,0,0,90,247,SEASONED,39478257.777777776,39478257.777777776,39478257.777777776,ZERO,v0.9-pilot,CALCULATED,2013-12-23,2013-12-31,RC-2013-12-31
ETN,US,2013-12-23,90,90,0,0,0,90,247,SEASONED,178873103.06666666,178873103.06666666,178873103.06666666,ZERO,v0.9-pilot,CALCULATED,2013-12-23,2013-12-31,RC-2013-12-31
GEV,US,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
KTOS,US,2013-12-23,90,90,0,0,0,90,247,SEASONED,4484990.588888889,4484990.588888889,4484990.588888889,ZERO,v0.9-pilot,CALCULATED,2013-12-23,2013-12-31,RC-2013-12-31
SPCX,US,2013-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2013-12-23,2013-12-31,RC-2013-12-31
TER,US,2013-12-23,90,90,0,0,0,90,247,SEASONED,41139827.38888889,41139827.38888889,41139827.38888889,ZERO,v0.9-pilot,CALCULATED,2013-12-23,2013-12-31,RC-2013-12-31
010120,KR,2014-03-24,90,90,0,0,0,90,303,SEASONED,4376189616.666667,4376189616.666667,4376189616.666667,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
