security_id,market,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id
012450,KR,2014-03-24,90,90,0,0,0,90,303,SEASONED,10988764975.2,10988764975.2,10988764975.2,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
018260,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
064350,KR,2014-03-24,90,90,0,0,0,90,99,SEASONED,15071111595.555555,15071111595.555555,15071111595.555555,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
064400,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
079550,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
267260,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
298040,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
307950,KR,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
ALAB,US,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
ANET,US,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
APH,US,2014-03-24,90,90,0,0,0,90,308,SEASONED,49737146.26577778,49737146.26577778,49737146.26577778,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
ATI,US,2014-03-24,90,90,0,0,0,90,308,SEASONED,38740016.766666666,38740016.766666666,38740016.766666666,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
ETN,US,2014-03-24,90,90,0,0,0,90,308,SEASONED,212998733.1,212998733.1,212998733.1,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
GEV,US,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
KTOS,US,2014-03-24,90,90,0,0,0,90,308,SEASONED,5860875.233333333,5860875.233333333,5860875.233333333,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
SPCX,US,2014-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-03-24,2014-03-31,RC-2014-03-31
TER,US,2014-03-24,90,90,0,0,0,90,308,SEASONED,59899403.1,59899403.1,59899403.1,ZERO,v0.9-pilot,CALCULATED,2014-03-24,2014-03-31,RC-2014-03-31
010120,KR,2014-06-23,90,90,0,0,0,90,363,SEASONED,3448787491.111111,3448787491.111111,3448787491.111111,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
012450,KR,2014-06-23,90,90,0,0,0,90,363,SEASONED,10815459820.0,10815459820.0,10815459820.0,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
018260,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
064350,KR,2014-06-23,90,90,0,0,0,90,159,SEASONED,9928860542.222221,9928860542.222221,9928860542.222221,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
064400,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
079550,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
267260,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
298040,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
307950,KR,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
ALAB,US,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
ANET,US,2014-06-23,90,12,0,0,0,12,12,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
APH,US,2014-06-23,90,90,0,0,0,90,371,SEASONED,53369570.72088889,53369570.72088889,53369570.72088889,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
ATI,US,2014-06-23,90,90,0,0,0,90,371,SEASONED,52033180.48888889,52033180.48888889,52033180.48888889,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
ETN,US,2014-06-23,90,90,0,0,0,90,371,SEASONED,201748206.75555557,201748206.75555557,201748206.75555557,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
GEV,US,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
KTOS,US,2014-06-23,90,90,0,0,0,90,371,SEASONED,4623552.222222222,4623552.222222222,4623552.222222222,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
SPCX,US,2014-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-06-23,2014-06-30,RC-2014-06-30
TER,US,2014-06-23,90,90,0,0,0,90,371,SEASONED,48766159.48888889,48766159.48888889,48766159.48888889,ZERO,v0.9-pilot,CALCULATED,2014-06-23,2014-06-30,RC-2014-06-30
010120,KR,2014-09-23,90,90,0,0,0,90,425,SEASONED,3456019293.211111,3456019293.211111,3456019293.211111,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
012450,KR,2014-09-23,90,90,0,0,0,90,425,SEASONED,9509189230.555555,9509189230.555555,9509189230.555555,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
018260,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
064350,KR,2014-09-23,90,90,0,0,0,90,221,SEASONED,7637932723.333333,7637932723.333333,7637932723.333333,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
064400,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
079550,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
267260,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
298040,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
307950,KR,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
ALAB,US,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
ANET,US,2014-09-23,90,76,0,0,0,76,76,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
APH,US,2014-09-23,90,90,0,0,0,90,435,SEASONED,51729258.25066667,51729258.25066667,51729258.25066667,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
ATI,US,2014-09-23,90,90,0,0,0,90,435,SEASONED,43918631.54444444,43918631.54444444,43918631.54444444,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
ETN,US,2014-09-23,90,90,0,0,0,90,435,SEASONED,204017344.35555556,204017344.35555556,204017344.35555556,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
GEV,US,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
KTOS,US,2014-09-23,90,90,0,0,0,90,435,SEASONED,3422879.688888889,3422879.688888889,3422879.688888889,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
SPCX,US,2014-09-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-09-23,2014-09-30,RC-2014-09-30
TER,US,2014-09-23,90,90,0,0,0,90,435,SEASONED,45481907.12222222,45481907.12222222,45481907.12222222,ZERO,v0.9-pilot,CALCULATED,2014-09-23,2014-09-30,RC-2014-09-30
010120,KR,2014-12-23,90,90,0,0,0,90,488,SEASONED,3219684083.211111,3219684083.211111,3219684083.211111,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
012450,KR,2014-12-23,90,90,0,0,0,90,488,SEASONED,19908757462.61111,19908757462.61111,19908757462.61111,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
018260,KR,2014-12-23,90,28,0,0,0,28,28,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
064350,KR,2014-12-23,90,90,0,0,0,90,284,SEASONED,7729936205.0,7729936205.0,7729936205.0,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
064400,KR,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
079550,KR,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
267260,KR,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
298040,KR,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
307950,KR,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
ALAB,US,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
ANET,US,2014-12-23,90,90,0,0,0,90,140,SEASONED,42639535.767111115,42639535.767111115,42639535.767111115,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
APH,US,2014-12-23,90,90,0,0,0,90,499,SEASONED,66485434.52844445,66485434.52844445,66485434.52844445,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
ATI,US,2014-12-23,90,90,0,0,0,90,499,SEASONED,41137364.13333333,41137364.13333333,41137364.13333333,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
ETN,US,2014-12-23,90,90,0,0,0,90,499,SEASONED,198741701.43333334,198741701.43333334,198741701.43333334,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
GEV,US,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
KTOS,US,2014-12-23,90,90,0,0,0,90,499,SEASONED,3032119.1666666665,3032119.1666666665,3032119.1666666665,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
SPCX,US,2014-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2014-12-23,2014-12-31,RC-2014-12-31
TER,US,2014-12-23,90,90,0,0,0,90,499,SEASONED,48296906.96666667,48296906.96666667,48296906.96666667,ZERO,v0.9-pilot,CALCULATED,2014-12-23,2014-12-31,RC-2014-12-31
010120,KR,2015-03-24,90,90,0,0,0,90,547,SEASONED,2464237548.888889,2464237548.888889,2464237548.888889,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
012450,KR,2015-03-24,90,90,0,0,0,90,547,SEASONED,20873944113.81111,20873944113.81111,20873944113.81111,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
018260,KR,2015-03-24,90,87,0,0,0,87,87,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
064350,KR,2015-03-24,90,90,0,0,0,90,343,SEASONED,4919348747.777778,4919348747.777778,4919348747.777778,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
064400,KR,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
079550,KR,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
267260,KR,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
298040,KR,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
307950,KR,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
ALAB,US,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
ANET,US,2015-03-24,90,90,0,0,0,90,201,SEASONED,46834236.27555556,46834236.27555556,46834236.27555556,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
APH,US,2015-03-24,90,90,0,0,0,90,560,SEASONED,60581275.8,60581275.8,60581275.8,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
ATI,US,2015-03-24,90,90,0,0,0,90,560,SEASONED,33658809.41111111,33658809.41111111,33658809.41111111,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
ETN,US,2015-03-24,90,90,0,0,0,90,560,SEASONED,176253556.62222221,176253556.62222221,176253556.62222221,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
GEV,US,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
KTOS,US,2015-03-24,90,90,0,0,0,90,560,SEASONED,2473589.0,2473589.0,2473589.0,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
SPCX,US,2015-03-24,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-03-24,2015-03-31,RC-2015-03-31
TER,US,2015-03-24,90,90,0,0,0,90,560,SEASONED,31955479.877777778,31955479.877777778,31955479.877777778,ZERO,v0.9-pilot,CALCULATED,2015-03-24,2015-03-31,RC-2015-03-31
010120,KR,2015-06-23,90,90,0,0,0,90,609,SEASONED,3710765812.733333,3710765812.733333,3710765812.733333,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
012450,KR,2015-06-23,90,90,0,0,0,90,609,SEASONED,20155625557.77778,20155625557.77778,20155625557.77778,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
018260,KR,2015-06-23,90,90,0,0,0,90,149,SEASONED,73964148703.77777,73964148703.77777,73964148703.77777,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
064350,KR,2015-06-23,90,90,0,0,0,90,405,SEASONED,6112530065.0,6112530065.0,6112530065.0,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
064400,KR,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
079550,KR,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
267260,KR,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
298040,KR,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
307950,KR,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
ALAB,US,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
ANET,US,2015-06-23,90,90,0,0,0,90,264,SEASONED,53294611.44177779,53294611.44177779,53294611.44177779,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
APH,US,2015-06-23,90,90,0,0,0,90,623,SEASONED,53985152.98888889,53985152.98888889,53985152.98888889,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
ATI,US,2015-06-23,90,90,0,0,0,90,623,SEASONED,31854686.055555556,31854686.055555556,31854686.055555556,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
ETN,US,2015-06-23,90,90,0,0,0,90,623,SEASONED,165178892.13333333,165178892.13333333,165178892.13333333,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
GEV,US,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
KTOS,US,2015-06-23,90,90,0,0,0,90,623,SEASONED,2217996.388888889,2217996.388888889,2217996.388888889,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
SPCX,US,2015-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-06-23,2015-06-30,RC-2015-06-30
TER,US,2015-06-23,90,90,0,0,0,90,623,SEASONED,38400159.53333333,38400159.53333333,38400159.53333333,ZERO,v0.9-pilot,CALCULATED,2015-06-23,2015-06-30,RC-2015-06-30
010120,KR,2015-09-21,90,90,0,0,0,90,672,SEASONED,4858815072.055555,4858815072.055555,4858815072.055555,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
012450,KR,2015-09-21,90,90,0,0,0,90,672,SEASONED,25595340015.555557,25595340015.555557,25595340015.555557,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
018260,KR,2015-09-21,90,90,0,0,0,90,212,SEASONED,49344782709.388885,49344782709.388885,49344782709.388885,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
064350,KR,2015-09-21,90,90,0,0,0,90,468,SEASONED,5237842936.666667,5237842936.666667,5237842936.666667,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
064400,KR,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
079550,KR,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
267260,KR,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
298040,KR,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
307950,KR,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
ALAB,US,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
ANET,US,2015-09-21,90,90,0,0,0,90,326,SEASONED,62771443.429333344,62771443.429333344,62771443.429333344,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
APH,US,2015-09-21,90,90,0,0,0,90,685,SEASONED,65319374.62222222,65319374.62222222,65319374.62222222,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
ATI,US,2015-09-21,90,90,0,0,0,90,685,SEASONED,42461856.35555556,42461856.35555556,42461856.35555556,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
ETN,US,2015-09-21,90,90,0,0,0,90,685,SEASONED,174066016.64444444,174066016.64444444,174066016.64444444,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
GEV,US,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
KTOS,US,2015-09-21,90,90,0,0,0,90,685,SEASONED,2567639.777777778,2567639.777777778,2567639.777777778,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
SPCX,US,2015-09-21,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-09-21,2015-09-30,RC-2015-09-30
TER,US,2015-09-21,90,90,0,0,0,90,685,SEASONED,41344690.05555555,41344690.05555555,41344690.05555555,ZERO,v0.9-pilot,CALCULATED,2015-09-21,2015-09-30,RC-2015-09-30
010120,KR,2015-12-23,90,90,0,0,0,90,736,SEASONED,7052036394.933333,7052036394.933333,7052036394.933333,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
012450,KR,2015-12-23,90,90,0,0,0,90,736,SEASONED,13812917659.444445,13812917659.444445,13812917659.444445,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
018260,KR,2015-12-23,90,90,0,0,0,90,276,SEASONED,23690940120.677776,23690940120.677776,23690940120.677776,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
064350,KR,2015-12-23,90,90,0,0,0,90,532,SEASONED,2394218299.4444447,2394218299.4444447,2394218299.4444447,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
064400,KR,2015-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
079550,KR,2015-12-23,90,58,0,0,0,58,58,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
267260,KR,2015-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
298040,KR,2015-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
307950,KR,2015-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
ALAB,US,2015-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2015-12-23,2015-12-31,RC-2015-12-31
ANET,US,2015-12-23,90,90,0,0,0,90,392,SEASONED,50715522.07111112,50715522.07111112,50715522.07111112,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
APH,US,2015-12-23,90,90,0,0,0,90,751,SEASONED,70888543.07777777,70888543.07777777,70888543.07777777,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
ATI,US,2015-12-23,90,90,0,0,0,90,751,SEASONED,30019045.244444445,30019045.244444445,30019045.244444445,ZERO,v0.9-pilot,CALCULATED,2015-12-23,2015-12-31,RC-2015-12-31
