security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,90,0,0,0,90,2331,SEASONED,27426923817.77778,27426923817.77778,27426923817.77778,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,90,0,0,0,90,2127,SEASONED,20097666571.666668,20097666571.666668,20097666571.666668,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,90,0,0,0,90,1653,SEASONED,26441855005.555557,26441855005.555557,26441855005.555557,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2022-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2022-06-23,2022-06-30,RC-2022-06-30,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2022-06-23,90,90,0,0,0,90,1871,SEASONED,27999664664.933334,27999664664.933334,27999664664.933334,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2022-06-23,90,90,0,0,0,90,801,SEASONED,9623170388.88889,9623170388.88889,9623170388.88889,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2022-06-23,90,90,0,0,0,90,2331,SEASONED,6242880841.111111,6242880841.111111,6242880841.111111,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2022-06-23,90,90,0,0,0,90,1260,SEASONED,5314527825.0,5314527825.0,5314527825.0,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2022-06-23,90,90,0,0,0,90,972,SEASONED,2164527171.6666665,2164527171.6666665,2164527171.6666665,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2022-06-23,90,90,0,0,0,90,2357,SEASONED,188426239.1,188426239.1,188426239.1,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ANET,E_ANET,US,AI_ROBOTICS,CANDIDATE,2022-06-23,90,90,0,0,0,90,1998,SEASONED,241094968.9,241094968.9,241094968.9,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ALAB,E_ALAB,US,AI_ROBOTICS,CANDIDATE,2022-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2022-06-23,2022-06-30,RC-2022-06-30,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
GEV,E_GEV,US,ENERGY_POWER,CANDIDATE,2022-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2022-06-23,2022-06-30,RC-2022-06-30,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
ETN,E_ETN,US,ENERGY_POWER,CANDIDATE,2022-06-23,90,90,0,0,0,90,2357,SEASONED,303160238.23333335,303160238.23333335,303160238.23333335,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
APH,E_APH,US,ENERGY_POWER,CANDIDATE,2022-06-23,90,90,0,0,0,90,2357,SEASONED,192000503.17777777,192000503.17777777,192000503.17777777,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
SPCX,E_SPCX,US,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2022-06-23,2022-06-30,RC-2022-06-30,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_SPACE_DEFENSE
KTOS,E_KTOS,US,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,90,0,0,0,90,2357,SEASONED,20450015.755555555,20450015.755555555,20450015.755555555,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_SPACE_DEFENSE
ATI,E_ATI,US,SPACE_DEFENSE,CANDIDATE,2022-06-23,90,90,0,0,0,90,2357,SEASONED,50904345.266666666,50904345.266666666,50904345.266666666,ZERO,v0.9-pilot,CALCULATED,2022-06-23,2022-06-30,RC-2022-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_SPACE_DEFENSE
