security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2025-12-23,90,90,0,0,0,90,3170,SEASONED,194430343591.73334,194430343591.73334,194430343591.73334,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2025-12-23,90,90,0,0,0,90,2984,SEASONED,145431257539.94446,145431257539.94446,145431257539.94446,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2025-12-23,90,90,0,0,0,90,2510,SEASONED,76925372248.17778,76925372248.17778,76925372248.17778,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,218,SEASONED,63338189735.666664,63338189735.666664,63338189735.666664,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,2728,SEASONED,31966779146.677776,31966779146.677776,31966779146.677776,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,1658,SEASONED,43008772514.44444,43008772514.44444,43008772514.44444,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,3188,SEASONED,84190537669.44444,84190537669.44444,84190537669.44444,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,2117,SEASONED,115518839558.23334,115518839558.23334,115518839558.23334,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,1829,SEASONED,110305777789.55556,110305777789.55556,110305777789.55556,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,3236,SEASONED,545579874.5333333,545579874.5333333,545579874.5333333,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ANET,E_ANET,US,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,2877,SEASONED,1156357877.7,1156357877.7,1156357877.7,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
ALAB,E_ALAB,US,AI_ROBOTICS,CANDIDATE,2025-12-23,90,90,0,0,0,90,443,SEASONED,1097966031.7666667,1097966031.7666667,1097966031.7666667,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
GEV,E_GEV,US,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,438,SEASONED,1929579049.1777778,1929579049.1777778,1929579049.1777778,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
ETN,E_ETN,US,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,3236,SEASONED,902244294.0444444,902244294.0444444,902244294.0444444,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
APH,E_APH,US,ENERGY_POWER,CANDIDATE,2025-12-23,90,90,0,0,0,90,3236,SEASONED,1069467191.0,1069467191.0,1069467191.0,ZERO,v0.9-pilot,CALCULATED,2025-12-23,2025-12-31,RC-2025-12-31,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_ENERGY_POWER
SPCX,E_SPCX,US,SPACE_DEFENSE,CANDIDATE,2025-12-23,90,0,0,0,0,0,0,SEASONING_INCOMPLETE,,,,ZERO,v0.9-pilot,SEASONING_INCOMPLETE,2025-12-23,2025-12-31,RC-2025-12-31,SEASONING;ADTV90_SEASONING_INCOMPLETE,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_SPACE_DEFENSE
