security_id,entity_id,market,primary_theme,gate_status,observation_end_date,open_days_target,observed_open_days,halt_days_90,zero_volume_days_90,missing_days_90,traded_days_90,seasoning_days,seasoning_status,adtv90_zero,adtv90_exclude_halt,official_adtv90,official_adtv90_method,rule_version,adtv90_status,data_cutoff_date,selection_date,review_cycle_id,exclusion_reasons,selected_flag,selection_status,composition_method,cap_scenario,selection_rule_version,cell_id
012450,,KR,SPACE_DEFENSE,CANDIDATE,2025-06-23,90,90,0,0,0,90,3045,SEASONED,322424581708.1778,322424581708.1778,322424581708.1778,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064350,,KR,SPACE_DEFENSE,CANDIDATE,2025-06-23,90,90,0,0,0,90,2859,SEASONED,190885626371.06668,190885626371.06668,190885626371.06668,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
079550,,KR,SPACE_DEFENSE,CANDIDATE,2025-06-23,90,90,0,0,0,90,2385,SEASONED,96366948935.91112,96366948935.91112,96366948935.91112,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_SPACE_DEFENSE
064400,,KR,AI_ROBOTICS,CANDIDATE,2025-06-23,90,90,0,0,0,90,93,SEASONED,53230836161.666664,53230836161.666664,53230836161.666664,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
018260,,KR,AI_ROBOTICS,CANDIDATE,2025-06-23,90,90,0,0,0,90,2603,SEASONED,22823397118.88889,22823397118.88889,22823397118.88889,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
307950,,KR,AI_ROBOTICS,CANDIDATE,2025-06-23,90,90,0,0,0,90,1533,SEASONED,7783974340.0,7783974340.0,7783974340.0,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,LIQUIDITY_BELOW_P10,0,NOT_SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_AI_ROBOTICS
010120,,KR,ENERGY_POWER,CANDIDATE,2025-06-23,90,90,0,0,0,90,3063,SEASONED,90689569809.02222,90689569809.02222,90689569809.02222,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
267260,,KR,ENERGY_POWER,CANDIDATE,2025-06-23,90,90,0,0,0,90,1992,SEASONED,104145539896.82222,104145539896.82222,104145539896.82222,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
298040,,KR,ENERGY_POWER,CANDIDATE,2025-06-23,90,90,0,0,0,90,1704,SEASONED,37800876717.666664,37800876717.666664,37800876717.666664,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,KR_ENERGY_POWER
TER,E_TER,US,AI_ROBOTICS,CANDIDATE,2025-06-23,90,90,0,0,0,90,3108,SEASONED,287723152.8666667,287723152.8666667,287723152.8666667,ZERO,v0.9-pilot,CALCULATED,2025-06-23,2025-06-30,RC-2025-06-30,,1,SELECTED,A_ALL_ELIGIBLE,NO_CAP,v0.9-pilot,US_AI_ROBOTICS
